86	"2,3,3-TRIMETHYL-1-BUTENE"	98.189	533.000	2.898	400.000	0.260	0.192	0.000	0.000	0.00000000000	0.000000000000000	15.654	2719.470	-49.560
87	"2,3,4 TRIMETHYLPENTANE"	114.232	56.300	2.726	461.000	0.267	0.317	-2.201	0.188	-0.00010510000	0.000000023160000	15.782	3028.090	55.620
88	"2,3-DIMETHYL-1-BUTENE"	84.162	501.000	3.242	343.000	0.270	0.221	1.678	0.133	-0.00008828000	0.000000025390000	15.801	2612.690	-43.780
89	"2,3-DIMETHYL-2-BUTENE"	84.162	524.000	3.364	351.000	0.270	0.239	0.548	0.115	-0.00005252000	0.000000007265000	16.004	2798.630	-47.710
90	"2,3-DIMETHYLHEXANE"	114.232	563.400	2.624	468.000	0.262	0.346	-2.201	0.188	-0.00010510000	0.000000023160000	15.819	3029.060	-58.990
91	"2,3-DIMETHYLPENTANE"	100.205	537.300	2.908	393.000	0.256	0.299	-1.683	0.163	-0.00008919000	0.000000018710000	15.782	2850.640	-51.330
92	"2,3-DIMETHYLPYRIDINE"	107.156	655.400	0.000	0.000	0.000	0.000	0.000	0.000	0.00000000000	0.000000000000000	17.149	4219.740	-33.040
93	"2,3-XYLENOL"	122.167	722.800	0.000	0.000	0.000	0.000	0.000	0.000	0.00000000000	0.000000000000000	16.242	3724.580	-102.400
94	"2,4-DIMETHYLHEXANE"	114.232	553.500	2.553	472.000	0.262	0.343	-2.201	0.188	-0.00010510000	0.000000023160000	15.780	2965.440	-58.360
95	"2,4-DIMETHYLPENTANE"	100.205	519.700	2.736	418.000	0.265	0.306	-1.683	0.163	-0.00008919000	0.000000018710000	15.718	2744.780	-51.520
96	"2,4-XYLENOL"	122.167	707.600	0.000	0.000	0.000	0.000	0.000	0.000	0.00000000000	0.000000000000000	16.246	3655.260	-103.800
97	"2,5-DIMETHYLHEXANE"	114.232	550.000	2.482	42.000	0.262	0.352	-2.201	0.188	-0.00010510000	0.000000023160000	15.795	2964.060	-58.740
98	"2,5-DIMETHYLPYRIDINE"	107.156	644.200	0.000	0.000	0.000	0.000	0.000	0.000	0.00000000000	0.000000000000000	16.305	3545.140	-63.590
99	"2,5-XYLENOL"	122.167	723.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00000000000	0.000000000000000	16.237	3667.320	-102.400
100	"2,6-XYLENOL"	122.167	701.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00000000000	0.000000000000000	16.281	3749.350	-85.550
101	2-BUTANOL	74.123	536.000	4.195	268.000	0.252	0.576	1.374	0.101	-0.00005561000	0.000000011400000	17.210	3026.030	-86.650
102	2-BUTYNE	54.092	488.600	5.087	221.000	0.277	0.124	3.804	0.057	-0.00002555000	0.000000004188000	16.287	2536.780	-37.340
103	2-CHLOROBUTANE	92.569	520.600	3.952	305.000	0.280	0.300	-0.820	0.109	-0.00007119000	0.000000019720000	15.991	2753.430	-47.150
104	2-ETHYLHEXANOL	130.231	613.000	2.756	494.000	0.267	0.000	-3.581	0.207	-0.00012610000	0.000000030680000	15.361	2773.460	-140.000
105	2-METHYL BUTANE	72.151	460.400	3.384	306.000	0.271	0.227	-2.275	0.121	-0.00006519000	0.000000013670000	15.634	2348.670	-40.050
106	2-METHYL PENTANE	86.178	497.500	3.009	367.000	0.267	0.279	-2.524	0.148	-0.00008533000	0.000000019310000	15.748	2614.380	-46.580
107	"2-METHYL-1,3-BUTADIENE"	68.119	484.000	3.850	276.000	0.264	0.164	-0.815	0.110	-0.00007971000	0.000000023890000	15.855	2467.400	-39.640
108	2-METHYL-1-BUTANOL	88.150	571.000	3.850	322.000	0.260	0.700	-2.267	0.136	-0.00008315000	0.000000020630000	16.271	2752.190	-116.300
109	2-METHYL-1-BUTENE	70.135	465.000	3.445	294.000	0.262	0.232	2.525	0.095	-0.00004648000	0.000000007915000	15.826	2426.420	-40.360
110	2-METHYL-2-BUTENE	70.135	470.000	3.445	318.000	0.280	0.285	2.819	0.084	-0.00002667000	-0.000000001387000	15.924	2521.530	-40.310
111	2-METHYL-2-PENTENE	84.162	518.000	3.283	351.000	0.270	0.229	-3.523	0.135	-0.00007979000	0.000000019020000	15.942	2725.890	-47.640
112	2-METHYL-3-ETHYLPENTANE	114.232	567.000	2.705	443.000	0.254	0.330	-2.201	0.188	-0.00010510000	0.000000023160000	15.804	3035.080	-57.840
113	2-METHYLHEPTANE	114.232	559.600	2.482	488.000	0.260	0.378	-21.435	0.297	-0.00028080000	0.000000110300000	15.928	3079.630	-59.460
114	2-METHYLHEXANE	100.205	530.300	2.736	421.000	0.261	0.330	-9.408	0.206	-0.00015020000	0.000000043860000	15.826	2845.060	-53.600
115	2-METHYLNAPHTHALENE	142.201	761.000	3.506	462.000	0.260	0.382	-13.499	0.215	-0.00015450000	0.000000043950000	16.276	4237.370	-74.750
116	2-OCTANOL	130.231	637.000	2.736	494.000	0.260	0.520	6.181	0.183	-0.00010090000	0.000000021650000	14.711	2441.660	-150.700
117	"3,3,5-TRIMETHYLHEPTANE"	142.286	609.600	2.320	0.000	0.000	0.388	-16.808	0.294	-0.00020650000	0.000000058640000	15.785	3305.200	-67.660
118	"3,3-DIETHYLPENTANE"	128.259	610.000	2.675	0.000	0.000	0.338	-16.067	0.269	-0.00019080000	0.000000055080000	15.871	3341.620	-57.570
119	"3,3-DIMETHYL-1-BUTENE"	84.162	490.000	3.253	340.000	0.270	0.121	-2.999	0.131	-0.00006963000	0.000000012440000	15.376	2326.800	-48.240
120	"3,3-DIMETHYLHEXANE"	114.232	562.000	2.655	443.000	0.252	0.321	-2.201	0.188	-0.00010510000	0.000000023160000	15.776	3011.510	-55.710
121	"3,3-DIMETHYLPENTANE"	100.205	536.300	2.949	414.000	0.274	0.270	-1.683	0.163	-0.00008919000	0.000000018710000	15.719	2829.100	-47.830
122	"3,4 DIMETHYLHEXANE"	114.232	568.800	2.695	466.000	0.265	0.338	-2.201	0.188	-0.00010510000	0.000000023160000	15.842	3062.520	-58.290
123	"3,4-DIMETHYLPYRIDINE"	107.156	683.800	0.000	0.000	0.000	0.000	0.000	0.000	0.00000000000	0.000000000000000	16.952	4237.040	-41.650
124	"3,4-XYLENOL"	122.167	729.800	0.000	0.000	0.000	0.000	0.000	0.000	0.00000000000	0.000000000000000	16.300	3733.530	-113.900
125	"3,5-DIMETHYLPYRIDINE"	107.156	667.200	0.000	0.000	0.000	0.000	0.000	0.000	0.00000000000	0.000000000000000	16.885	4106.950	-44.450
126	"3,5-XYLENOL"	122.167	715.600	0.000	0.000	0.000	0.000	0.000	0.000	0.00000000000	0.000000000000000	16.419	3775.910	-109.000
127	3-ETHYLHEXANE	114.232	565.400	2.604	455.000	0.252	0.361	-2.201	0.188	-0.00010510000	0.000000023160000	15.867	3057.570	-60.550
128	3-ETHYLPENTANE	100.205	540.600	2.888	416.000	0.267	0.310	-1.683	0.163	-0.00008919000	0.000000018710000	15.832	2882.440	-53.260
129	3-METHYL PENTANE	86.178	504.400	3.121	367.000	0.273	0.275	-0.570	0.136	-0.00006854000	0.000000012020000	15.770	2653.430	-46.020
130	"3-METHYL-1,2-BUTADIENE"	68.119	496.000	4.114	267.000	0.266	0.160	3.508	0.086	-0.00004719000	0.000000010180000	15.988	2541.830	-42.260
131	3-METHYL-1-BUTANOL	88.150	579.500	3.850	329.000	0.260	0.580	-2.279	0.136	-0.00008323000	0.000000020660000	16.713	3026.430	-104.100
132	3-METHYL-1-BUTENE	70.135	450.000	3.516	300.000	0.282	0.209	5.193	0.093	-0.00004794000	0.000000009579000	15.718	2333.610	-36.330
133	3-METHYL-2-BUTANOL	88.150	545.000	3.952	319.000	0.280	0.500	-2.887	0.146	-0.00010040000	0.000000029340000	15.011	1988.080	-137.800
134	3-METHYL-3-ETHYLPENTANE	114.232	576.600	2.807	455.000	0.267	0.304	-2.201	0.188	-0.00015010000	0.000000023160000	15.813	3102.060	53.470
135	3-METHYL-CIS-2-PENTENE	84.162	518.000	3.283	351.000	0.270	0.269	-3.523	0.135	-0.00007979000	0.000000019020000	15.912	2731.790	-46.470
136	3-METHYLHEPTANE	114.232	563.600	2.543	464.000	0.252	0.369	-2.201	0.188	-0.00010510000	0.000000023160000	15.887	3065.960	-60.740
137	3-METHYLHEXANE	100.205	535.200	2.817	404.000	0.256	0.324	-1.683	0.163	-0.00008919000	0.000000018710000	15.813	2855.660	-53.930
138	3-METHYL-TRANS-2-PENTENE	84.162	521.000	3.293	350.000	0.270	0.207	-3.523	0.135	-0.00007979000	0.000000019020000	15.948	2750.500	-48.330
139	4- METHYL PYRIDINE	93.129	646.000	4.458	311.000	0.260	0.270	-4.163	0.117	-0.00006683000	0.000000013020000	16.214	3409.400	-62.650
140	4-METHYL-CIS-2-PENTENE	84.162	490.000	3.040	360.000	0.270	0.290	-0.400	0.128	-0.00007271000	0.000000016130000	15.753	2580.520	-46.560
141	4-METHYLHEPTANE	114.232	561.700	2.543	476.000	0.259	0.369	-2.201	0.188	-0.00010510000	0.000000023160000	15.889	3057.050	-60.590
142	4-METHYL-TRANS-2-PENTENE	84.162	493.000	3.040	360.000	0.270	0.290	3.016	0.123	-0.00007182000	0.000000017500000	15.843	2631.570	-46.000
143	ACETALDEHYDE	44.054	461.000	5.573	154.000	0.220	0.303	1.843	0.044	-0.00002404000	0.000000005685000	16.248	2465.150	-37.150
144	ACETIC ACID	60.052	594.400	5.786	171.000	0.200	0.454	1.156	0.061	-0.00004187000	0.000000011820000	16.808	3405.570	-56.340
145	ACETIC ANHYDRIDE	102.089	569.000	4.681	290.000	0.287	0.000	-5.524	0.122	-0.00008551000	0.000000023490000	16.398	3287.560	-75.110
146	ACETONE	58.080	508.100	4.701	209.000	0.232	0.309	1.505	0.062	-0.00002992000	0.000000004867000	16.651	2940.460	-35.930
147	ACETONITRILE	41.053	548.000	4.833	173.000	0.184	0.321	4.892	0.029	-0.00001073000	0.000000000765000	16.287	2945.470	-49.150
148	ACETYL CHLORIDE	78.498	508.000	5.877	204.000	0.280	0.344	5.976	0.041	-0.00002354000	0.000000005300000	15.751	2447.330	-55.330
149	ACETYLENE	26.038	308.300	6.140	113.000	0.271	0.184	6.406	0.018	-0.00001196000	0.000000003373000	16.348	1637.184	-19.770
150	ACROLEIN	56.064	506.000	5.168	0.000	0.000	0.330	2.859	0.050	-0.00002557000	0.000000004552000	15.906	2606.530	-45.150
151	ACRYLIC ACID	72.064	615.000	5.674	210.000	0.230	0.560	0.416	0.076	-0.00005618000	0.000000016660000	16.562	3319.180	-80.150
152	ACRYLONITRILE	53.064	536.000	4.560	210.000	0.210	0.350	2.554	0.053	-0.00003739000	0.000000010990000	15.925	2782.210	-51.150
153	ALLYL ALCOHOL	58.080	545.000	5.715	203.000	0.256	0.630	-0.264	0.075	-0.00004853000	0.000000012710000	16.907	2928.200	-85.150
154	ALLYL CHLORIDE	76.526	514.000	4.762	234.000	0.260	0.130	0.604	0.073	-0.00005442000	0.000000017420000	15.977	2531.920	-47.150
155	ALLYL CYANIDE	67.091	585.000	3.952	265.000	0.220	0.390	5.183	0.061	-0.00002847000	0.000000002936000	16.002	3128.750	-58.150
156	ALPHA-METHYL STYRENE	118.179	654.000	3.405	397.000	0.250	0.000	-5.811	0.166	-0.00010820000	0.000000028020000	16.331	3644.300	-67.150
157	AMMONIA	17.031	405.600	11.277	72.500	0.242	0.250	6.524	0.006	0.00000407800	-0.000000002830000	16.948	2132.500	-32.980
158	ANILINE	93.129	699.000	5.309	270.000	0.247	0.382	9.677	0.153	-0.00012260000	0.000000039010000	16.675	3857.520	-73.150
159	ANTHRACENE	178.234	883.000	0.000	0.000	0.000	0.000	-14.087	2.402	-1.00000000000	-1.575000000000000	405.810	53.700	0.000
160	ARGON	39.948	150.800	4.874	74.900	0.291	-0.004	4.969	0.000	0.00000001234	0.000000000000000	15.233	700.510	-5.840
161	BENZALDEHYDE	106.124	695.000	4.661	0.000	0.000	0.320	-2.900	0.119	-0.00006794000	0.000000012340000	16.350	3748.620	-66.120
162	BENZENE	78.114	562.100	4.894	259.000	0.271	0.212	8.101	0.113	-0.00007206000	0.000000017030000	15.901	2788.510	-52.360
163	BENZOIC ACID	122.124	752.000	4.560	341.000	0.250	0.620	-12.251	0.150	-0.00010120000	0.000000025370000	17.163	4190.700	-125.200
164	BENZONITRILE	103.124	699.400	4.215	0.000	0.000	0.360	-6.221	0.137	-0.00010580000	0.000000032220000	0.000	0.000	0.000
165	BENZYL ALCOHOL	108.140	677.000	4.661	334.000	0.280	0.710	-1.767	0.131	-0.00008019000	0.000000018560000	17.458	4384.810	-73.150
166	BORON TRICHLORIDE	117.169	452.000	3.871	0.000	0.000	0.150	0.000	0.000	0.00000000000	0.000000000000000	0.000	0.000	0.000
167	BORON TRIFLUORIDE	67.805	260.800	4.985	0.000	0.000	0.420	0.000	0.000	0.00000000000	0.000000000000000	0.000	0.000	0.000
168	BROMINE	159.808	584.000	10.335	127.000	0.270	0.132	8.087	0.003	-0.00000284600	0.000000001083000	15.844	2582.320	-51.560
169	BROMOBENZENE	157.010	670.000	4.519	324.000	0.263	0.249	-6.880	0.128	-0.00009746000	0.000000028940000	15.797	3313.000	-67.710
170	BUTYL BENZOATE	178.232	723.000	2.634	561.000	0.250	0.580	-4.148	0.207	-0.00011010000	0.000000017280000	16.336	4158.470	-94.150
171	BUTYL ETHER	130.231	580.000	2.533	500.000	0.260	0.500	1.446	0.185	-0.00009758000	0.000000019310000	16.078	3296.150	-66.150
172	BUTYRONITRILE	69.107	582.200	3.790	285.000	0.223	0.371	3.633	0.077	-0.00003912000	0.000000007123000	16.209	3202.210	-56.160
173	"C,C,T-1,2,4-TRIMETHYLCYCLOPENTANE"	112.216	579.000	28.776	0.000	0.000	0.277	0.000	0.000	0.00000000000	0.000000000000000	15.754	3073.950	54.200
